id,alias
1097,Foresight Energy
1097,Foresight Energy LP
1098,FENG
1098,Phoenix New
1098,Phoenix New Media
1099,FEO
1099,First Trust/Aberdeen Emerging
1100,FET
1100,Forum Energy
1100,"Forum Energy Technologies,"
1101,FF
1101,FutureFuel
1101,FutureFuel Corp.
1102,FFA
1102,First Trust Enhanced
1103,FFC
1104,FFG
1104,FBL
1104,FBL Financial
1104,"FBL Financial Group,"
1105,FGB
1105,First Trust Specialty
1106,FGL
1106,Fidelity &
1106,Fidelity & Guaranty
1107,FGP
1107,Ferrellgas
1107,"Ferrellgas Partners,"
1107,"Ferrellgas Partners, L.P."
1108,FHN
1109,FHN-A
1110,FHY
1110,First Trust Strategic
1111,FI
1111,Frank's
1111,Frank's International
1111,Frank's International N.V.
1112,FICO
1112,Fair Isaac
1112,Fair Isaac Corproation
1113,FIF
1113,First Trust Energy
1114,FIG
1114,Fortress Investment
1114,Fortress Investment Group
1115,FII
1115,"Federated Investors,"
1115,"Federated Investors, Inc."
1116,FIS
1116,Fidelity National
1116,Fidelity National Information
1117,FIX
1117,Comfort Systems
1117,"Comfort Systems USA,"
1118,FL
1118,"Foot Locker,"
1118,"Foot Locker, Inc."
1119,FLC
1120,FLO
1120,"Flowers Foods,"
1120,"Flowers Foods, Inc."
1121,FLR
1121,Fluor
1121,Fluor Corporation
1121,Fluor Corporation Common
1122,FLS
1122,Flowserve
1122,Flowserve Corporation
1122,Flowserve Corporation Common
1123,FLT
1123,FleetCor
1123,"FleetCor Technologies,"
1123,"FleetCor Technologies, Inc."
1124,FLTX
1124,Fleetmatics
1124,Fleetmatics Group
1124,Fleetmatics Group PLC
1125,FLY
1125,Fly Leasing
1125,Fly Leasing Limited
1126,FMC Corporation
1126,FMC Corporation Common
1127,FMD
1127,First Marblehead
1127,First Marblehead Corporation
1128,FMER-A
1128,FirstMerit
1128,FirstMerit Corporation
1128,FirstMerit Corporation Depositary
1129,FMN
1129,Federated Premier Municipal
1130,FMO
1130,Fiduciary/Claymore
1130,Fiduciary/Claymore MLP
1130,Fiduciary/Claymore MLP Opportunity
1131,FMS
1131,Fresenius
1131,Fresenius Medical
1131,Fresenius Medical Care
1132,FMSA
1132,FMSA Holdings
1132,FMSA Holdings Inc.
1133,FMX
1133,Fomento
1133,Fomento Economico
1133,Fomento Economico Mexicano
1134,FMY
1134,First Trust Motgage
1135,FN
1135,Fabrinet
1135,Fabrinet Ordinary
1135,Fabrinet Ordinary Shares
1136,FNB
1136,F.N.B. Corporation Common
1137,FNB-E
1137,F.N.B. Corporation Depositary
1138,FNF
1138,FNF Group
1138,FNF Group of
1139,FNFG-B
1139,First Niagara
1139,First Niagara Financial
1140,FNFV
1140,FNFV Group
1140,FNFV Group of
1141,FNV
1141,Franco
1142,FOE
1142,Ferro
1142,Ferro Corporation
1142,Ferro Corporation Common
1143,FOF
1144,FOR
1144,Forestar
1144,Forestar Group
1144,Forestar Group Inc
1145,FPF
1145,First Trust Intermediate
1146,First Trust New
1147,FPO
1148,FPO-A
1149,FPT
1149,Federated Premier Intermediate
1150,FR
1150,First Industrial
1150,First Industrial Realty
1151,FRA
1152,FRC
1153,FRC-A
1153,First Republicbank
1153,First Republicbank Corp
1154,FRC-B
1155,FRC-C
1156,FRC-D
1157,FRC-E
1158,FRM
1158,Furmanite
1158,Furmanite Corporation
1158,Furmanite Corporation Common
1159,FRO
1159,Frontline Ltd.
1159,Frontline Ltd. Ordinary
1160,FRT
1160,Federal Realty
1160,Federal Realty Investment
1161,FSCE
1161,Fifth Street
1161,Fifth Street Finance
1162,FSD
1162,First Trust High
1163,FS
1163,FSIC
1163,FS Investment
1163,FS Investment Corporation
1164,FSL
1164,Freescale
1164,"Freescale Semiconductor,"
1164,"Freescale Semiconductor, Ltd"
1165,FSM
1165,Fortuna
1165,Fortuna Silver
1165,Fortuna Silver Mines
1166,FSS
1166,Federal Signal
1166,Federal Signal Corporation
1167,FT
1167,Franklin Universal
1167,Franklin Universal Trust
1168,"FMC Technologies,"
1168,"FMC Technologies, Inc."
1169,FTK
1169,Flotek
1169,"Flotek Industries,"
1169,"Flotek Industries, Inc."
1170,FTT
1170,Federated Enhanced
1170,Federated Enhanced Treasury
1171,H.
1171,FUL
1171,H. B.
1171,H. B. Fuller
1172,FUN
1172,"Cedar Fair,"
1172,"Cedar Fair, L.P."
1173,FUR
1174,FVE
1174,Five Star
1174,Five Star Quality
1175,FXCM
1175,FXCM Inc.
1175,FXCM Inc. Class
1176,G
1176,Genpact
1176,Genpact Limited
1176,Genpact Limited Common
1177,GAB
1178,GAB-D
1179,GAB-G
1180,GAB-H
1181,GAM
1181,"General American Investors,"
1182,GAM-B
1182,General American Investors
1183,GAS
1183,AGL
1183,"AGL Resources,"
1183,"AGL Resources, Inc."
1184,GB
1184,Greatbatch
1184,"Greatbatch, Inc."
1184,"Greatbatch, Inc. Common"
1185,GBAB
1185,Guggenheim Build
1185,Guggenheim Build America
1186,GBL
1186,"Gamco Investors,"
1186,"Gamco Investors, Inc."
1187,GBX
1187,Greenbrier
1187,"Greenbrier Companies,"
1187,"Greenbrier Companies, Inc."
1188,GCA
1188,Global Cash
1188,Global Cash Access
1189,GCAP
1189,GAIN Capital
1189,"GAIN Capital Holdings,"
1190,GCH
1190,Aberdeen Greater
1190,Aberdeen Greater China
1191,GCI
1191,Gannett
1191,"Gannett Co.,"
1191,"Gannett Co., Inc."
1192,GCO
1192,Genesco
1192,Genesco Inc.
1192,Genesco Inc. Common
1193,GCV
1194,GCV-B
1195,GD
1195,General Dynamics
1195,General Dynamics Corporation
1196,GDF
1197,GDL
1197,"GDL Fund,"
1197,"GDL Fund, The"
1198,GDL-B
1198,The GDL
1198,The GDL Fund
1199,GDO
1200,GDOT
1200,Green Dot
1200,Green Dot Corporation
1201,GDP
1202,GDP-C
1203,GDP-D
1204,GDV
1205,GDV-A
1206,GDV-D
1206,Gabelli Dividend Pfd
1207,GE
1208,GEB
1209,GEF
1209,Greif Inc.
1209,Greif Inc. Class
1210,GEF.B
1210,"Greif, Inc."
1210,"Greif, Inc. Corporation"
1211,GEH
1212,GEK
1213,GEL
1213,"Genesis Energy,"
1213,"Genesis Energy, L.P."
1214,GEO
1214,Geo Group
1214,Geo Group Inc
1215,GEQ
1215,Guggenheim Equal
1215,Guggenheim Equal Weight
1216,GER
1217,GES
1217,Guess?
1217,"Guess?, Inc."
1217,"Guess?, Inc. Common"
1218,GF
1218,New Germany
1218,"New Germany Fund,"
1219,GFA
1219,Gafisa
1219,Gafisa SA
1219,Gafisa SA Gafisa
1220,GFF
1220,Griffon
1220,Griffon Corporation
1220,Griffon Corporation Common
1221,Gold Fields
1221,Gold Fields Limited
1222,GFIG
1222,GFI Group
1222,GFI Group Inc.
1223,GFY
1223,Western Asset Variable
1224,GG
1224,Goldcorp
1224,Goldcorp Inc.
1224,Goldcorp Inc. Common
1225,GGB
1225,Gerdau
1225,Gerdau S.A.
1225,Gerdau S.A. Common
1226,GGE
1227,GGG
1227,Graco
1227,Graco Inc.
1227,Graco Inc. Common
1228,GGM
1228,Guggenheim Credit
1228,Guggenheim Credit Allocation
1229,GGP
1230,GGP-A
1231,GGT
1232,GGT-B
1233,GGZ
1233,Gabelli Global
1233,Gabelli Global Small
1234,GHC
1234,Graham Holdings
1234,Graham Holdings Company
1235,GHI
1235,Global High
1235,Global High Income
1236,GHL
1236,Greenhill
1236,Greenhill &
1236,"Greenhill & Co.,"
1237,GHM
1237,Graham Corporation
1237,Graham Corporation Common
1238,GHY
1238,Prudential Global
1238,Prudential Global Short
1239,GIB
1239,"CGI Group,"
1239,"CGI Group, Inc."
1240,GIL
1240,Gildan
1240,"Gildan Activewear,"
1240,"Gildan Activewear, Inc."
1241,GIM
1241,Templeton Global
1241,Templeton Global Income
1242,GIMO
1242,Gigamon
1242,Gigamon Inc.
1242,Gigamon Inc. Common
1243,GIS
1243,"General Mills,"
1243,"General Mills, Inc."
1244,GJH
1245,GJO
1246,GJP
1247,GJR
1248,GJS
1249,GJT
1250,GJV
1251,GLF
1251,GulfMark
1251,"GulfMark Offshore,"
1251,"GulfMark Offshore, Inc."
1252,GLOB
1252,Globant
1252,Globant S.A.
1252,Globant S.A. Common
1253,GLOG
1253,GasLog Ltd.
1253,GasLog Ltd. Common
1254,GLOP
1254,GasLog Partners
1254,GasLog Partners LP
1255,GLP
1255,Global Partners
1255,Global Partners LP
1256,GLPW
1256,Global Power
1256,Global Power Equipment
1257,GLT
1257,Glatfelter
1257,Glatfelter Common
1257,Glatfelter Common Stock
1258,GLW
1258,Corning
1258,Corning Incorporated
1258,Corning Incorporated Common
1259,GM
1260,GM.A
1261,GM.B
1262,GM.C
1263,GME
1263,Gamestop
1263,Gamestop Corporation
1263,Gamestop Corporation Common
1264,GMED
1264,Globus
1264,"Globus Medical,"
1264,"Globus Medical, Inc."
1265,GMK
1265,GRUMA
1265,"GRUMA, S.A.B"
1265,"GRUMA, S.A.B de"
1266,GMT
1266,GATX
1266,GATX Corporation
1266,GATX Corporation Common
1267,GMZ
1268,GNC
1268,"GNC Holdings,"
1268,"GNC Holdings, Inc."
1269,GNE
1270,GNE-A
1271,GNI
1271,Great Northern
1271,Great Northern Iron
1272,GNRC
1272,Generac
1272,Generac Holdlings
1272,Generac Holdlings Inc.
1273,GNT
1273,GAMCO Natural
1273,"GAMCO Natural Resources,"
1274,GNW
1274,Genworth
1274,Genworth Financial
1274,Genworth Financial Inc
1275,GOF
1275,Guggenheim Strategic
1275,Guggenheim Strategic Opportunities
1276,GOL
1276,Gol Linhas
1276,Gol Linhas Aereas
1277,GOV
1277,Government
1277,Government Properties
1277,Government Properties Income
1278,GPC
1278,Genuine Parts
1278,Genuine Parts Company
1279,GPE-A
1279,Georgia Power
1279,Georgia Power Company
1280,GPI
1280,Group 1
1280,"Group 1 Automotive,"
1281,GPK
1281,Graphic Packaging
1281,Graphic Packaging Holding
1282,GPM
1283,GPN
1283,Global Payments
1283,Global Payments Inc.
1284,GPRK
1284,Geopark
1284,Geopark Ltd
1284,Geopark Ltd Common
1285,GPS
1285,Gap
1285,"Gap, Inc."
1285,"Gap, Inc. (The)"
1286,GPT
1287,GPT-B
1288,GP
1288,GPX
1288,GP Strategies
1288,GP Strategies Corporation
1289,GRA
1289,W.R. Grace
1289,W.R. Grace &
1290,GRAM
1290,Grana
1290,Grana y
1290,Grana y Montero
1291,GRO
1291,Agria
1291,Agria Corporation
1291,Agria Corporation American
1292,GRP.U
1292,Granite Real
1292,Granite Real Estate
1293,GRR
1293,Asia Tigers
1293,"Asia Tigers Fund,"
1294,GRT
1295,GRT-G
1296,GRT-H
1296,Glimcher Reatly
1296,Glimcher Reatly Tr
1297,GRT-I
1298,GRUB
1298,GrubHub
1298,GrubHub Inc.
1298,GrubHub Inc. Common
1299,GRX
1299,The Gabelli
1299,The Gabelli Healthcare
1300,GRX-A
1300,Gabelli Healthcare PFD
1301,GRX-B
1301,Gabelli Healthcare Preferred
1302,GS
1303,GS-A
1304,GS-B
1305,GS-C
1306,GS-D
1307,GS-I
1308,GS-J
1309,GS-K
1310,GSF
1311,GSH
1311,Guangshen
1311,Guangshen Railway
1311,Guangshen Railway Company
1312,GSI
1312,General Steel
1312,"General Steel Holdings,"
1313,GSJ
1314,GSK
1314,GlaxoSmithKline
1314,GlaxoSmithKline PLC
1314,GlaxoSmithKline PLC Common
1315,GSL
1315,Global Ship Lease
1316,GSL-B
1316,"Global Ship Lease,"
1317,GTI
1317,GrafTech
1317,GrafTech International
1317,GrafTech International Ltd
1318,GTN
1318,Gray Communications
1318,"Gray Communications Systems,"
1319,GTN.A
1319,"Gray Television,"
1319,"Gray Television, Inc."
1320,GTS
1320,Triple
1321,GTT
1321,"GTT Communications,"
1321,"GTT Communications, Inc."
1322,GTY
1322,Getty
1322,Getty Realty
1322,Getty Realty Corporation
1323,GUA
1323,Gulf
1323,Gulf Power
1323,Gulf Power Company
1324,GUT
1325,GUT-A
1326,GVA
1326,Granite Construction
1326,Granite Construction Incorporated
1327,GWB
1327,Great Western
1327,"Great Western Bancorp,"
1328,GWR
1328,Genesee & Wyoming
1329,GWRE
1329,Guidewire
1329,"Guidewire Software,"
1329,"Guidewire Software, Inc."
1330,GWRU
1330,"Genesee & Wyoming,"
1331,GWW
1331,W.W.
1331,"W.W. Grainger,"
1331,"W.W. Grainger, Inc."
1332,GXP
1333,GXP-A
1334,GXP-D
1335,GXP-E
1336,GY
1336,GenCorp
1336,GenCorp Inc.
1336,GenCorp Inc. Common
1337,GYB
1337,CABCO Series
1337,CABCO Series 2004
1338,GYC
1338,Corporate Asset
1338,Corporate Asset Backed
1339,GZT
1339,Gazit
1340,H
1340,Hyatt
1340,Hyatt Hotels
1340,Hyatt Hotels Corporation
1341,HAE
1341,Haemonetics
1341,Haemonetics Corporation
1341,Haemonetics Corporation Common
1342,HAL
1342,Halliburton
1342,Halliburton Company
1342,Halliburton Company Common
1343,HAR
1343,Harman
1343,Harman International
1343,"Harman International Industries,"
1344,HASI
1344,Hannon
1344,Hannon Armstrong
1344,Hannon Armstrong Sustainable
1345,HBI
1345,Hanesbrands
1345,Hanesbrands Inc.
1345,Hanesbrands Inc. Common
1346,HBM
1347,HBM.W
1348,HCA
1348,"HCA Holdings,"
1348,"HCA Holdings, Inc."
1349,HCC
1349,HCC Insurance
1349,"HCC Insurance Holdings,"
1351,HCJ
1352,HCLP
1353,HCN
1354,HCN-I
1355,HCN-J
1355,HEALTH CARE REIT
1356,"HCP, Inc."
1356,"HCP, Inc. Common"
1357,HD
1357,"Home Depot,"
1357,"Home Depot, Inc."
1358,HDB
1358,HDFC
1358,HDFC Bank
1358,HDFC Bank Limited
1359,HDY
1359,HyperDynamics
1359,HyperDynamics Corporation
1359,HyperDynamics Corporation Common
1360,HE
1361,HE-U
1362,HEI
1363,HEI.A
1364,CHC
1364,HELI
1364,CHC Group
1364,CHC Group Ltd.
1365,HEP
1365,Holly
1365,Holly Energy
1365,"Holly Energy Partners,"
1366,HEQ
1366,John Hancock Hedged
1367,HES
1367,Hess
1367,Hess Corporation
1367,Hess Corporation Common
1368,HF
1368,HFF
1368,"HFF, Inc."
1368,"HFF, Inc. Common"
1369,HFC
1369,HollyFrontier
1369,HollyFrontier Corporation
1369,HollyFrontier Corporation Common
1370,HGG
1370,HHGregg
1370,"HHGregg, Inc."
1370,"HHGregg, Inc. Common"
1371,HGH
1372,HGR
1372,Hanger
1372,"Hanger, Inc."
1372,"Hanger, Inc. Common"
1373,HGT
1373,Hugoton
1373,Hugoton Royalty
1373,Hugoton Royalty Trust
1374,HHC
1374,Howard
1374,Howard Hughes
1374,Howard Hughes Corporation
1375,HHS
1375,Harte
1376,HHY
1376,Brookfield High
1376,Brookfield High Income
1377,Hillenbrand
1377,Hillenbrand Inc
1377,Hillenbrand Inc Common
1378,HIE
1378,Miller/Howard
1378,Miller/Howard High
1378,Miller/Howard High Income
1379,HIG
1380,HIG.W
1381,HII
1381,Huntington
1381,Huntington Ingalls
1381,"Huntington Ingalls Industries,"
1382,HIL
1382,"Hill International,"
1382,"Hill International, Inc."
1383,HIO
1384,HIVE
1384,Aerohive
1384,"Aerohive Networks,"
1384,"Aerohive Networks, Inc."
1385,HIW
1385,Highwoods
1385,"Highwoods Properties,"
1385,"Highwoods Properties, Inc."
1386,HIX
1387,HJV
1387,MS Structured
1387,MS Structured Asset
1388,HK
1388,Halcon
1388,Halcon Resources
1388,Halcon Resources Corporation
1389,HL
1390,HL-B
1391,HLF
1391,Herbalife
1391,Herbalife Ltd.
1391,Herbalife Ltd. Common
1392,HLS
1392,HealthSouth
1392,HealthSouth Corporation
1392,HealthSouth Corporation Common
1393,HLT
1393,Hilton
1393,Hilton Worldwide
1393,Hilton Worldwide Holdings
1394,HLX
1394,Helix
1394,Helix Energy
1394,Helix Energy Solutions
1395,HMC
1395,Honda
1395,Honda Motor
1395,"Honda Motor Company,"
1396,HME
1396,"Home Properties,"
1396,"Home Properties, Inc."
1397,HMLP
1397,Hoegh
1397,Hoegh LNG
1397,Hoegh LNG Partners
1398,HMN
1398,Horace
1398,Horace Mann
1398,Horace Mann Educators
1399,HMY
1399,Harmony
1399,Harmony Gold
1399,Harmony Gold Mining
1400,HNI
1400,HNI Corporation
1400,HNI Corporation Common
1401,HNP
1401,Huaneng
1401,Huaneng Power
1401,Huaneng Power Intl
1402,HNR
1402,Harvest
1402,Harvest Natural
1402,Harvest Natural Resources
1403,HNT
1403,Health Net
1403,Health Net Inc.
1404,HOG
1404,Harley
1405,HON
1405,Honeywell
1405,Honeywell International
1405,Honeywell International Inc.
1406,HOS
1406,Hornbeck
1406,Hornbeck Offshore
1406,Hornbeck Offshore Services
1407,HOT
1407,Starwood Hotels
1407,Starwood Hotels &
1408,HOV
1408,Hovnanian
1408,"Hovnanian Enterprises,"
1408,"Hovnanian Enterprises, Inc."
1409,HP
1409,Helmerich
1409,Helmerich &
1409,"Helmerich & Payne,"
1410,HPF
1410,John Hancock Pfd
1411,HPI
1412,HPP
1413,HPP-B
1414,HPQ
1414,Hewlett
1415,HPS
1416,HPT
1416,Hospitality Properites
1416,Hospitality Properites Trust
1417,HPT-D
1417,Hospitality Properties
1417,Hospitality Properties Trust
1418,HPY
1418,Heartland
1418,Heartland Payment
1418,"Heartland Payment Systems,"
1419,HQH
1419,Tekla Healthcare Investors
1420,HQL
1420,TeklaLife
1420,TeklaLife Sciences
1420,TeklaLife Sciences Investors
1421,HR
1421,Healthcare Realty
1421,Healthcare Realty Trust
1422,HRB
1422,H&R
1422,"H&R Block,"
1422,"H&R Block, Inc."
1423,HRC
1423,Hill
1424,HRG
1424,Harbinger
1424,Harbinger Group
1424,Harbinger Group Inc
1425,HRL
1425,Hormel
1425,Hormel Foods
1425,Hormel Foods Corporation
1426,HRS
1426,Harris Corporation
1426,Harris Corporation Common
1427,HRTG
1427,Heritage Insurance
1427,"Heritage Insurance Holdings,"
1428,HSBC
1429,HSBC-A
1430,HSC
1430,Harsco
1430,Harsco Corporation
1430,Harsco Corporation Common
1431,HSEA
1432,HSEB
1432,HSBC Holdings
1432,HSBC Holdings plc
1433,HSFC-B
1433,HSBC Finance
1433,HSBC Finance Corp
1434,HSP
1434,Hospira
1434,Hospira Inc
1435,HST
1435,Host Hotels
1435,Host Hotels &
1436,HSY
1436,The Hershey
1436,The Hershey Company
1437,HT
1438,HT-B
1439,HT-C
1440,HTA
1440,Healthcare Trust
1440,Healthcare Trust of
1441,HTD
1442,HTF
1442,Horizon
1442,Horizon Technology
1442,Horizon Technology Finance
1443,HTGC
1444,HTGX
1445,HTGY
1446,HTGZ
1447,HTH
1447,Hilltop
1447,Hilltop Holdings
1447,Hilltop Holdings Inc.
1448,HTR
1448,Brookfield Total
1448,Brookfield Total Return
1449,HTS
1450,HTS-A
1451,HTY
1452,HTZ
1452,Hertz
1452,Hertz Global
1452,"Hertz Global Holdings,"
1453,HUB.A
1453,Hubbell Inc A
1454,HUB.B
1454,Hubbell Inc Common
1455,HUBS
1455,HubSpot
1455,"HubSpot, Inc."
1455,"HubSpot, Inc. Common"
1456,HUM
1456,Humana
1456,Humana Inc.
1456,Humana Inc. Common
1457,HUN
1457,Huntsman
1457,Huntsman Corporation
1457,Huntsman Corporation Common
1458,HUSI-D
1459,HUSI-F
1460,HUSI-G
1461,HUSI-H
1462,HUSI-Z
1463,HVB
1463,Hudson Valley
1463,Hudson Valley Holding
1464,HVT
1465,HVT.A
1466,HW
1466,Headwaters
1466,Headwaters Incorporated
1466,Headwaters Incorporated Common
1467,HXL
1467,Hexcel
1467,Hexcel Corporation
1467,Hexcel Corporation Common
1468,HY
1468,Hyster
1469,HYB
1469,New America
1469,New America High
1470,HYF
1470,Managed High
1470,Managed High Yield
1471,HYH
1471,Halyard
1471,"Halyard Health,"
1471,"Halyard Health, Inc."
1472,HYI
1473,HYT
1473,Blackrock Corporate
1473,Blackrock Corporate High
1474,HZO
1474,MarineMax
1474,"MarineMax, Inc."
1474,"MarineMax, Inc. Common"
1475,Intelsat S.A. Common
1476,I-A
1476,Intelsat S.A. Series
1477,IAE
1477,Voya Asia
1477,Voya Asia Pacific
1478,IAG
1478,Iamgold
1478,Iamgold Corporation
1478,Iamgold Corporation Ordinary
1479,IBA
1479,Industrias
1479,"Industrias Bachoco,"
1479,"Industrias Bachoco, S.A.B."
1480,IBM
1480,International Business
1480,International Business Machines
1481,IBN
1481,ICICI
1481,ICICI Bank
1481,ICICI Bank Limited
1482,IBP
1482,Installed Building
1482,"Installed Building Products,"
1483,ICA
1483,Empresas
1483,Empresas Ica
1483,Empresas Ica Soc
1484,ICB
1484,MS Income
1484,"MS Income Securities,"
1485,ICD
1485,Independence Contract
1485,"Independence Contract Drilling,"
1486,ICE
1486,Intercontinental Exchange
1486,Intercontinental Exchange Inc.
1487,ICL
1487,Israel
1487,Israel Chemicals
1487,Israel Chemicals Limited
1488,IDA
1488,IDACORP
1488,"IDACORP, Inc."
1488,"IDACORP, Inc. Common"
1489,IDE
1489,"Voya Infrastructure,"
1489,"Voya Infrastructure, Industrials"
1490,IDG
1490,ING GROEP N
1491,IDT
1491,IDT Corporation
1491,IDT Corporation Class
1492,IEH
1492,Integrys Energy Group
1493,IEX
1493,IDEX
1493,IDEX Corporation
1493,IDEX Corporation Common
1494,IFF
1494,Internationa
1494,Internationa Flavors
1494,Internationa Flavors &
1495,IFN
1495,"India Fund,"
1495,"India Fund, Inc."
1496,IFT
1496,"Imperial Holdings,"
1496,"Imperial Holdings, Inc."
1497,IGA
1497,Voya Global Advantage
1498,IGD
1498,Voya Global Equity
1499,IGI
1499,Western Asset Investment
1500,IGR
1500,CBRE Clarion
1500,CBRE Clarion Global
1501,IGT
1501,International Game
1501,International Game Technology
1502,IHC
1502,Independence Holding
1502,Independence Holding Company
1503,IHD
1503,Voya Emerging
1503,Voya Emerging Markets
1504,IHG
1504,Intercontinental Hotels
1504,Intercontinental Hotels Group
1505,IHS
1505,IHS Inc.
1505,IHS Inc. IHS
1506,IID
1506,Voya International
1506,Voya International High
1507,IIF
1507,Morgan Stanley India
1508,IIM
1508,Invesco Value
1508,Invesco Value Municipal
1509,IL
1509,IntraLinks
1509,"IntraLinks Holdings,"
1509,"IntraLinks Holdings, Inc."
1510,IM
1510,Ingram
1510,Ingram Micro
1510,Ingram Micro Inc.
1511,IMAX
1511,Imax Corporation
1511,Imax Corporation Common
1512,IMN
1512,Imation
1512,Imation Corporation
1512,Imation Corporation Common
1513,IMPR
1513,Imprivata
1513,"Imprivata, Inc."
1513,"Imprivata, Inc. Common"
1514,IMPV
1514,Imperva
1514,"Imperva, Inc."
1514,"Imperva, Inc. Common"
1515,IMS
1515,IMS Health
1515,"IMS Health Holdings,"
1516,INB
1517,IND
1518,INF
1518,Brookfield Global
1518,Brookfield Global Listed
1519,INFY
1519,Infosys
1519,Infosys Limited
1519,Infosys Limited American
1520,ING
1521,INGR
1521,Ingredion
1521,Ingredion Incorporated
1521,Ingredion Incorporated Common
1522,INN
1523,INN-A
1524,INN-B
1525,INN-C
1526,INT
1526,World Fuel
1526,World Fuel Services
1527,INVN
1527,InvenSense
1527,"InvenSense, Inc."
1527,"InvenSense, Inc. Common"
1528,INXN
1528,InterXion
1528,InterXion Holding
1528,InterXion Holding N.V.
1529,INZ
1530,IO
1530,Ion
1530,Ion Geophysical
1530,Ion Geophysical Corporation
1531,IOC
1531,InterOil
1531,InterOil Corporation
1532,IP
1532,International Paper
1532,International Paper Company
1533,IPG
1533,Interpublic
1533,Interpublic Group
1533,Interpublic Group of
1534,IPHI
1534,Inphi
1534,Inphi Corporation
1534,Inphi Corporation Common
1535,IPI
1535,Intrepid
1535,"Intrepid Potash,"
1535,"Intrepid Potash, Inc"
1536,IPL-D
1536,Interstate
1536,Interstate Power
1536,Interstate Power &
1537,IQI
1537,Invesco Quality
1537,Invesco Quality Municipal
1538,IR
1538,Ingersoll
1539,IRC
1540,IRC-A
1541,IRC-B
1542,IRE
1542,Governor and
1542,Governor and Company
1543,IRET
1544,IRET-
1545,IRET-B
1546,IRF
1546,International Rectifier
1546,International Rectifier Corporation
1547,IRL
1547,New Ireland
1547,"New Ireland Fund,"
1548,IRM
1548,Iron
1548,Iron Mountain
1548,Iron Mountain Incorporated
1549,IRR
1549,Voya Natural
1549,Voya Natural Resources
1550,IRS
1550,IRSA
1550,IRSA Inversiones
1550,IRSA Inversiones Y
1551,ISD
1551,Prudential Short
1551,Prudential Short Duration
1552,ISF
1553,ISG
1554,ISH
1555,ISH-A
1556,ISH-B
1557,ISP
1558,IT
1558,Gartner
1558,"Gartner, Inc."
1558,"Gartner, Inc. Common"
1559,ITC
1559,ITC Holdings
1559,ITC Holdings Corp.
1560,ITG
1560,Investment Technology
1560,"Investment Technology Group,"
1561,ITT Corporation
1561,ITT Corporation Common
1562,ITUB
1562,Itau
1562,Itau Unibanco
1562,Itau Unibanco Banco
1563,ITW
1563,Illinois Tool
1563,Illinois Tool Works
1564,IVC
1564,Invacare
1564,Invacare Corporation
1564,Invacare Corporation Common
1565,IVH
1565,Ivy High
1565,Ivy High Income
1566,IVR
1567,IVR-A
1568,IVR-B
1569,IVZ
1569,Invesco Plc
1569,Invesco Plc New
1570,IX
1570,Orix
1570,Orix Corp
1570,Orix Corp Ads
1571,JAH
1571,Jarden
1571,Jarden Corporation
1571,Jarden Corporation Common
1572,JBK
1572,Lehman ABS 3.50
1573,JBL
1573,Jabil
1573,"Jabil Circuit,"
1573,"Jabil Circuit, Inc."
1574,JBN
1575,JBR
1576,JBT
1576,John Bean
1576,John Bean Technologies
1577,JCE
1577,Nuveen Core
1577,Nuveen Core Equity
1578,JCI
1578,"Johnson Controls,"
1578,"Johnson Controls, Inc."
1579,JCP
1579,J.C.
1579,J.C. Penney
1579,"J.C. Penney Company,"
1580,JDD
1580,Nuveen Diversified
1580,Nuveen Diversified Dividend
1581,JE
1581,Just Energy
1581,"Just Energy Group,"
1582,JEC
1582,Jacobs Engineering
1582,Jacobs Engineering Group
1583,JEQ
1583,Aberdeen Japan
1583,Aberdeen Japan Equity
1584,JFC
1584,JPMorgan China
1584,JPMorgan China Region
1585,JFR
1586,JGH
1586,Nuveen Global High
1587,JGV
1587,Nuveen Global Equity
1588,JGW
1588,J.G.
1588,J.G. Wentworth
1588,J.G. Wentworth Company
1589,JHI
1589,John Hancock Investors
1590,JHP
1591,JHS
1591,John Hancock Income
1592,JHX
1592,James Hardie
1592,James Hardie Industries
1593,JKS
1593,JinkoSolar
1593,JinkoSolar Holding
1593,JinkoSolar Holding Company
1594,JLL
1594,Jones Lang
1594,Jones Lang LaSalle
1595,JLS
1596,JMEI
1596,Jumei
1596,Jumei International
1596,Jumei International Holding
1597,JMF
1597,Nuveen Energy
1597,Nuveen Energy MLP
1598,JMI
1598,Javelin
1598,Javelin Mortgage
1598,Javelin Mortgage Investment
1599,JMLP
1599,Nuveen All
1599,Nuveen All Cap
1600,JMM
1600,Nuveen Multi
1601,JMP
1601,JMP Group LLC
1602,JMPB
1603,JMPC
1604,JMT
1605,JNJ
1605,Johnson &
1605,Johnson & Johnson
1606,JNPR
1606,Juniper
1606,"Juniper Networks,"
1606,"Juniper Networks, Inc."
1607,JNS
1607,Janus
1607,Janus Capital
1607,"Janus Capital Group,"
1608,JOE
1608,St. Joe
1608,St. Joe Company
1609,JOF
1609,Japan Smaller
1609,Japan Smaller Capitalization
1610,JONE
1610,"Jones Energy,"
1610,"Jones Energy, Inc."
1611,JOY
1611,Joy Global
1611,Joy Global Inc.
1612,JPC
1612,Nuveen
1613,JPEP
1613,JP Energy
1613,JP Energy Partners
1614,JPI
1614,Nuveen Preferred and
1615,JPM
1616,JPM-A
1617,JPM-B
1618,JPM-C
1618,JPMorgan Chase Capital
